ring A Z kinergy_MeV
5 26 12 187.0381
5 27 12 188.6063
5 19 12 175.42528000033906
5 20 12 177.07831000034048
5 21 12 178.7313400003419
5 22 12 180.38437000034332
5 23 12 182.03740000034475
5 28 12 190.30255000035186
5 29 12 191.95558000035328
5 30 12 193.6086100003547
5 31 12 195.26164000035612
5 32 12 196.91467000035755
5 33 12 198.56770000035897
5 34 12 200.2207300003604
5 35 12 201.87376000036178
5 36 12 203.5267900003632
5 37 12 205.17982000036463
5 38 12 206.83285000036605
5 39 12 208.48588000036747
5 40 12 210.1389100003689
5 41 12 211.79194000037032
5 26 13 206.1039
5 27 13 207.8464
5 28 13 209.5088
5 29 13 211.0925
5 21 13 197.82957000038343
5 22 13 199.4923900003849
5 23 13 201.15521000038635
5 24 13 202.8180300003878
5 25 13 204.48085000038924
5 30 13 212.7949500003965
5 31 13 214.45777000039794
5 32 13 216.1205900003994
5 33 13 217.78341000040086
5 34 13 219.44623000040232
5 35 13 221.10905000040378
5 36 13 222.77187000040522
5 37 13 224.43469000040668
5 38 13 226.09751000040814
5 39 13 227.76033000040957
5 40 13 229.42315000041103
5 41 13 231.0859700004125
5 42 13 232.74879000041392
5 43 13 234.41161000041538
5 26 14 225.6943
5 27 14 227.6334
5 28 14 229.4733
5 29 14 231.2396
5 22 14 218.34846001725
5 23 14 220.19604001407274
5 24 14 222.04362001089547
5 25 14 223.8912000077182
5 30 14 233.12909999183188
5 31 14 234.9766799886546
5 32 14 236.82425998547734
5 33 14 238.67183998230007
5 34 14 240.5194199791228
5 35 14 242.36699997594553
5 36 14 244.21457997276826
5 37 14 246.062159969591
5 38 14 247.90973996641375
5 39 14 249.75731996323648
5 40 14 251.6048999600592
5 41 14 253.45247995688194
5 42 14 255.30005995370468
5 43 14 257.14763995052743
5 44 14 258.99521994735017
5 45 14 260.8427999441729
5 28 15 250.595
5 29 15 252.5758
5 30 15 254.4789
5 31 15 256.3011
5 24 15 243.02593000047546
5 25 15 244.92807000047745
5 26 15 246.8302100004794
5 27 15 248.7323500004814
5 32 15 258.2430500004913
5 33 15 260.14519000049324
5 34 15 262.04733000049526
5 35 15 263.94947000049723
5 36 15 265.8516100004992
5 37 15 267.7537500005012
5 38 15 269.6558900005032
5 39 15 271.55803000050514
5 40 15 273.4601700005071
5 41 15 275.3623100005091
5 42 15 277.2644500005111
5 43 15 279.16659000051305
5 44 15 281.0687300005151
5 45 15 282.97087000051704
5 46 15 284.873010000519
5 47 15 286.77515000052097
5 29 16 271.9045
5 30 16 273.912
5 31 16 275.843
5 32 16 277.685
5 26 16 266.1635000005216
5 27 16 268.09075000052366
5 28 16 270.01800000052566
5 33 16 279.6542500005358
5 34 16 281.5815000005378
5 35 16 283.50875000053986
5 36 16 285.43600000054187
5 37 16 287.36325000054387
5 38 16 289.2905000005459
5 39 16 291.21775000054794
5 40 16 293.14500000054994
5 41 16 295.072250000552
5 42 16 296.999500000554
5 43 16 298.926750000556
5 44 16 300.854000000558
5 45 16 302.7812500005601
5 46 16 304.7085000005621
5 47 16 306.63575000056414
5 48 16 308.56300000056615
5 49 16 310.49025000056815
5 30 17 294.5776
5 31 17 296.6518
5 32 17 298.6495
5 33 17 300.556
5 28 17 290.6322100005707
5 29 17 292.62550000057286
5 34 17 302.5919500005836
5 35 17 304.58524000058577
5 36 17 306.57853000058793
5 37 17 308.57182000059004
5 38 17 310.5651100005922
5 39 17 312.55840000059436
5 40 17 314.5516900005965
5 41 17 316.5449800005987
5 42 17 318.53827000060085
5 43 17 320.531560000603
5 44 17 322.5248500006051
5 45 17 324.5181400006073
5 46 17 326.51143000060944
5 47 17 328.5047200006116
5 48 17 330.4980100006137
5 49 17 332.49130000061587
5 50 17 334.484590000618
5 51 17 336.4778800006202
5 52 17 338.47117000062235
5 35 18 325.8508
5 36 18 327.6645
5 37 18 329.4171
5 38 18 331.0929
5 29 18 315.397149831418
5 30 18 317.14503985393026
5 31 18 318.89292987644245
5 32 18 320.6408198989547
5 33 18 322.3887099214669
5 34 18 324.13659994397915
5 39 18 332.87605005654024
5 40 18 334.62394007905243
5 41 18 336.3718301015647
5 42 18 338.11972012407693
5 43 18 339.86761014658913
5 44 18 341.6155001691013
5 45 18 343.3633901916136
5 46 18 345.1112802141258
5 47 18 346.859170236638
5 48 18 348.6070602591502
5 49 18 350.35495028166247
5 50 18 352.10284030417466
5 51 18 353.8507303266869
5 52 18 355.5986203491991
5 53 18 357.34651037171136
5 54 18 359.09440039422356
5 37 19 351.0574
5 38 19 352.846
5 39 19 354.557
5 40 19 356.21
5 31 19 340.7910000006734
5 32 19 342.50788000067496
5 33 19 344.22476000067655
5 34 19 345.94164000067815
5 35 19 347.65852000067974
5 36 19 349.3754000006813
5 41 19 357.9598000006892
5 42 19 359.6766800006908
5 43 19 361.39356000069233
5 44 19 363.1104400006939
5 45 19 364.8273200006955
5 46 19 366.54420000069706
5 47 19 368.26108000069866
5 48 19 369.97796000070025
5 49 19 371.6948400007018
5 50 19 373.4117200007034
5 51 19 375.128600000705
5 52 19 376.8454800007065
5 53 19 378.5623600007081
5 54 19 380.2792400007097
5 55 19 381.9961200007113
5 56 19 383.7130000007129
5 57 19 385.42988000071443
5 58 19 387.14676000071603
5 59 19 388.8636400007176
5 42 20 381.8344
5 43 20 383.3959
5 44 20 384.8914
5 45 20 386.3312
5 33 20 368.37803000072995
5 34 20 369.87662000073095
5 35 20 371.375210000732
5 36 20 372.87380000073307
5 37 20 374.3723900007341
5 38 20 375.87098000073513
5 39 20 377.3695700007362
5 40 20 378.86816000073725
5 41 20 380.36675000073825
5 46 20 387.8597000007435
5 47 20 389.35829000074455
5 48 20 390.8568800007456
5 49 20 392.3554700007466
5 50 20 393.85406000074767
5 51 20 395.3526500007487
5 52 20 396.8512400007497
5 53 20 398.3498300007508
5 54 20 399.84842000075184
5 55 20 401.3470100007529
5 56 20 402.84560000075396
5 57 20 404.34419000075496
5 58 20 405.842780000756
5 59 20 407.3413700007571
5 60 20 408.8399600007581
5 61 20 410.33855000075914
5 42 21 404.7912
5 43 21 406.4523
5 44 21 408.0552
5 45 21 409.5904
5 35 21 393.62185000078034
5 36 21 395.2219000007816
5 37 21 396.8219500007829
5 38 21 398.4220000007842
5 39 21 400.0220500007855
5 40 21 401.62210000078676
5 41 21 403.222150000788
5 46 21 411.22240000079444
5 47 21 412.8224500007957
5 48 21 414.422500000797
5 49 21 416.02255000079833
5 50 21 417.6226000007996
5 51 21 419.22265000080085
5 52 21 420.8227000008021
5 53 21 422.42275000080343
5 54 21 424.0228000008047
5 55 21 425.622850000806
5 56 21 427.2229000008073
5 57 21 428.82295000080853
5 58 21 430.42300000080985
5 59 21 432.0230500008111
5 60 21 433.6231000008124
5 61 21 435.2231500008137
5 62 21 436.82320000081495
5 63 21 438.4232500008162
5 46 22 433.9718
5 47 22 435.474
5 48 22 436.9113
5 49 22 438.2987
5 37 22 421.02504998333154
5 38 22 422.466849984919
5 39 22 423.9086499865065
5 40 22 425.35044998809394
5 41 22 426.7922499896814
5 42 22 428.2340499912689
5 43 22 429.67584999285634
5 44 22 431.11764999444387
5 45 22 432.55944999603133
5 50 22 439.7684500039687
5 51 22 441.2102500055562
5 52 22 442.65205000714366
5 53 22 444.0938500087311
5 54 22 445.5356500103186
5 55 22 446.97745001190606
5 56 22 448.4192500134935
5 57 22 449.861050015081
5 58 22 451.30285001666846
5 59 22 452.7446500182559
5 60 22 454.18645001984345
5 61 22 455.6282500214309
5 62 22 457.0700500230184
5 63 22 458.51185002460585
5 64 22 459.9536500261933
5 65 22 461.39545002778084
5 50 23 462.9816
5 51 23 464.3248
5 52 23 465.6209
5 53 23 466.8671
5 39 23 448.75784985262067
5 40 23 450.05310986441566
5 41 23 451.3483698762107
5 42 23 452.6436298880057
5 43 23 453.93888989980076
5 44 23 455.23414991159575
5 45 23 456.5294099233908
5 46 23 457.8246699351858
5 47 23 459.11992994698085
5 48 23 460.41518995877584
5 49 23 461.71044997057083
5 54 23 468.186750029546
5 55 23 469.482010041341
5 56 23 470.777270053136
5 57 23 472.072530064931
5 58 23 473.36779007672607
5 59 23 474.66305008852106
5 60 23 475.9583101003161
5 61 23 477.2535701121111
5 62 23 478.54883012390616
5 63 23 479.84409013570115
5 64 23 481.1393501474962
5 65 23 482.4346101592912
5 66 23 483.72987017108625
5 67 23 485.02513018288124
5 54 24 490.4351
5 55 24 491.6089
5 56 24 492.7336
5 57 24 493.8129
5 41 24 475.82338000094575
5 42 24 476.9491900009461
5 43 24 478.0750000009464
5 44 24 479.20081000094666
5 45 24 480.32662000094695
5 46 24 481.4524300009473
5 47 24 482.5782400009476
5 48 24 483.70405000094786
5 49 24 484.8298600009482
5 50 24 485.9556700009485
5 51 24 487.0814800009488
5 52 24 488.20729000094906
5 53 24 489.33310000094934
5 58 24 494.9621500009509
5 59 24 496.08796000095117
5 60 24 497.21377000095146
5 61 24 498.33958000095174
5 62 24 499.4653900009521
5 63 24 500.59120000095237
5 64 24 501.71701000095265
5 65 24 502.842820000953
5 66 24 503.9686300009533
5 67 24 505.09444000095357
5 68 24 506.22025000095385
5 69 24 507.34606000095414
5 70 24 508.4718700009545
5 58 25 518.0635
5 59 25 519.0816
5 60 25 520.0559
5 61 25 520.9849
5 43 25 503.47795000100206
5 44 25 504.451800001002
5 45 25 505.425650001002
5 46 25 506.3995000010019
5 47 25 507.3733500010019
5 48 25 508.34720000100185
5 49 25 509.3210500010018
5 50 25 510.29490000100174
5 51 25 511.2687500010017
5 52 25 512.2426000010016
5 53 25 513.2164500010016
5 54 25 514.1903000010016
5 55 25 515.1641500010015
5 56 25 516.1380000010015
5 57 25 517.1118500010015
5 62 25 521.9811000010012
5 63 25 522.9549500010012
5 64 25 523.9288000010012
5 65 25 524.9026500010011
5 66 25 525.8765000010011
5 67 25 526.8503500010011
5 68 25 527.8242000010009
5 69 25 528.7980500010009
5 70 25 529.7719000010009
5 71 25 530.7457500010008
5 72 25 531.7196000010008
5 73 25 532.6934500010008
5 55 26 538.2115
5 56 26 539.4058
5 57 26 540.5526
5 58 26 541.6508
5 45 26 526.7707699511153
5 46 26 527.9172399553577
5 47 26 529.0637099596001
5 48 26 530.2101799638425
5 49 26 531.3566499680849
5 50 26 532.5031199723273
5 51 26 533.6495899765697
5 52 26 534.7960599808121
5 53 26 535.9425299850545
5 54 26 537.0889999892969
5 59 26 542.8213500105089
5 60 26 543.9678200147513
5 61 26 545.1142900189936
5 62 26 546.2607600232361
5 63 26 547.4072300274785
5 64 26 548.553700031721
5 65 26 549.7001700359633
5 66 26 550.8466400402057
5 67 26 551.9931100444481
5 68 26 553.1395800486905
5 69 26 554.2860500529329
5 70 26 555.4325200571753
5 71 26 556.5789900614177
5 72 26 557.7254600656602
5 73 26 558.8719300699025
5 74 26 560.0184000741449
5 75 26 561.1648700783874
5 76 26 562.3113400826297
5 54 27 559.8056
5 55 27 561.0651
5 56 27 562.2762
5 57 27 563.4391
5 47 27 551.3516400010978
5 48 27 552.5628000010984
5 49 27 553.7739600010988
5 50 27 554.9851200010993
5 51 27 556.1962800010997
5 52 27 557.4074400011002
5 53 27 558.6186000011006
5 58 27 564.6744000011029
5 59 27 565.8855600011034
5 60 27 567.0967200011039
5 61 27 568.3078800011043
5 62 27 569.5190400011047
5 63 27 570.7302000011052
5 64 27 571.9413600011057
5 65 27 573.1525200011062
5 66 27 574.3636800011066
5 67 27 575.5748400011071
5 68 27 576.7860000011076
5 69 27 577.997160001108
5 70 27 579.2083200011084
5 71 27 580.4194800011089
5 72 27 581.6306400011094
5 73 27 582.8418000011098
5 74 27 584.0529600011103
5 75 27 585.2641200011108
5 76 27 586.4752800011112
5 77 27 587.6864400011117
5 78 27 588.8976000011121
5 58 28 590.5893
5 59 28 591.7311
5 60 28 592.8273
5 61 28 593.8794
5 48 28 579.6452999951996
5 49 28 580.741949995617
5 50 28 581.8385999960344
5 51 28 582.9352499964518
5 52 28 584.0318999968692
5 53 28 585.1285499972867
5 54 28 586.2251999977041
5 55 28 587.3218499981216
5 56 28 588.418499998539
5 57 28 589.5151499989564
5 62 28 594.9984000010435
5 63 28 596.095050001461
5 64 28 597.1917000018784
5 65 28 598.2883500022958
5 66 28 599.3850000027132
5 67 28 600.4816500031307
5 68 28 601.5783000035481
5 69 28 602.6749500039655
5 70 28 603.7716000043829
5 71 28 604.8682500048003
5 72 28 605.9649000052178
5 73 28 607.0615500056352
5 74 28 608.1582000060527
5 75 28 609.2548500064701
5 76 28 610.3515000068875
5 77 28 611.4481500073049
5 78 28 612.5448000077223
5 79 28 613.6414500081397
5 80 28 614.7381000085572
5 81 28 615.8347500089747
5 82 28 616.9314000093921
7 1 1 2.4575
7 2 1 3.1163
7 3 1 3.5494
7 4 1 4.132966666802917
7 5 1 4.678916666679326
7 6 1 5.224866666555734
7 7 1 5.770816666432142
7 3 2 8.8159
7 4 2 9.7001
7 6 2 11.0436
7 8 2 12.0133
7 5 2 10.234608474585508
7 7 2 11.503540677973742
7 9 2 12.772472881361978
7 10 2 13.406938983056097
7 7 3 18.946
7 8 3 19.361
7 9 3 20.22
7 11 3 21.1813
7 3 3 16.617260025454065
7 4 3 17.192880021131014
7 5 3 17.768500016807963
7 6 3 18.344120012484908
7 10 3 20.646599995192695
7 12 3 21.797839986546588
7 13 3 22.373459982223537
7 9 4 28.9117
7 10 4 29.7246
7 11 4 30.4602
7 12 4 31.1043
7 5 4 26.02783000004366
7 6 4 26.759170000043078
7 7 4 27.490510000042494
7 8 4 28.22185000004191
7 13 4 31.878550000039
7 14 4 32.60989000003842
7 15 4 33.34123000003784
7 16 4 34.07257000003725
7 10 5 39.075
7 11 5 40.0738
7 12 5 40.9809
7 13 5 41.7992
7 6 5 35.48839000005939
7 7 5 36.3963600000488
7 8 5 37.30433000003821
7 9 5 38.212300000027625
7 14 5 42.75214999997468
7 15 5 43.66011999996409
7 16 5 44.5680899999535
7 17 5 45.476059999942905
7 18 5 46.384029999932324
7 19 5 47.29199999992173
7 20 5 48.19996999991114
7 21 5 49.10793999990055
7 13 6 52.3708
7 14 6 53.3479
7 15 6 54.2382
7 16 6 55.0552
7 8 6 47.93974995360468
7 9 6 48.834099960760724
7 10 6 49.728449967916774
7 11 6 50.62279997507281
7 12 6 51.51714998222886
7 17 6 55.98890001800907
7 18 6 56.88325002516511
7 19 6 57.77760003232115
7 20 6 58.671950039477196
7 21 6 59.56630004663324
7 22 6 60.46065005378928
7 23 6 61.35500006094532
7 15 7 65.5637
7 16 7 66.5861
7 17 7 67.5232
7 18 7 68.401
7 10 7 60.87665001848144
7 11 7 61.821550015664855
7 12 7 62.76645001284827
7 13 7 63.71135001003168
7 14 7 64.65625000721509
7 19 7 69.38074999313216
7 20 7 70.32564999031555
7 21 7 71.27054998749898
7 22 7 72.21544998468238
7 23 7 73.1603499818658
7 24 7 74.1052499790492
7 25 7 75.05014997623263
7 19 8 81.2737
7 20 8 82.1546
7 21 8 82.979
7 22 8 83.7484
7 11 8 74.70285000013675
7 12 8 75.52770000013636
7 13 8 76.35255000013599
7 14 8 77.1774000001356
7 15 8 78.00225000013522
7 16 8 78.82710000013485
7 17 8 79.65195000013446
7 18 8 80.47680000013409
7 23 8 84.60105000013218
7 24 8 85.4259000001318
7 25 8 86.25075000013142
7 26 8 87.07560000013103
7 27 8 87.90045000013066
7 28 8 88.72530000013028
7 21 9 95.6796
7 22 9 96.5789
7 23 9 97.4121
7 24 9 98.1868
7 13 9 89.02729000016353
7 14 9 89.86277000016318
7 15 9 90.69825000016283
7 16 9 91.53373000016248
7 17 9 92.36921000016213
7 18 9 93.20469000016178
7 19 9 94.04017000016144
7 20 9 94.87565000016109
7 25 9 99.05305000015933
7 26 9 99.88853000015898
7 27 9 100.72401000015863
7 28 9 101.55949000015829
7 29 9 102.39497000015794
7 30 9 103.23045000015759
7 31 9 104.06593000015724
7 20 10 107.4104
7 21 10 108.5033
7 22 10 109.5142
7 23 10 110.4688
7 15 10 102.35321000018834
7 16 10 103.3718200001884
7 17 10 104.39043000018843
7 18 10 105.40904000018847
7 19 10 106.4276500001885
7 24 10 111.52070000018871
7 25 10 112.53931000018875
7 26 10 113.5579200001888
7 27 10 114.57653000018884
7 28 10 115.59514000018888
7 29 10 116.61375000018892
7 30 10 117.63236000018895
7 31 10 118.650970000189
7 32 10 119.66958000018904
7 33 10 120.68819000018908
7 34 10 121.70680000018913
7 24 11 123.3471
7 25 11 125.2441
7 26 11 126.0912
7 27 11 126.8733
7 28 11 127.5998
7 17 11 116.70996000159217
7 18 11 117.72342000141526
7 19 11 118.73688000123835
7 20 11 119.75034000106145
7 21 11 120.76380000088454
7 22 11 121.77726000070763
7 23 11 122.79072000053073
7 29 11 128.87147999946927
7 30 11 129.88493999929238
7 31 11 130.89839999911547
7 32 11 131.91185999893855
7 33 11 132.92531999876167
7 34 11 133.93877999858475
7 35 11 134.95223999840783
7 36 11 135.96569999823095
7 37 11 136.97915999805403
7 38 11 137.9926199978771
7 39 11 139.00607999770023
7 26 12 140.1252
7 27 12 141.0123
7 28 12 141.8332
7 30 12 143.3255
7 19 12 134.6116998976106
7 20 12 135.4073970521694
7 21 12 136.2030942067282
7 22 12 136.99879136128698
7 23 12 137.79448851584576
7 24 12 138.59018567040454
7 25 12 139.38588282496335
7 29 12 142.5686714431985
7 31 12 144.1600657523161
7 32 12 144.95576290687487
7 33 12 145.75146006143365
7 34 12 146.54715721599246
7 35 12 147.34285437055124
7 36 12 148.13855152511002
7 37 12 148.9342486796688
7 38 12 149.7299458342276
7 39 12 150.5256429887864
7 40 12 151.32134014334517
7 41 12 152.11703729790395
7 27 13 155.6015
7 28 13 156.5359
7 29 13 157.4098
7 30 13 158.2308
7 21 13 150.37315000027982
7 22 13 151.24933000027957
7 23 13 152.12551000027932
7 24 13 153.00169000027904
7 25 13 153.8778700002788
7 26 13 154.75405000027854
7 31 13 159.13495000027729
7 32 13 160.01113000027703
7 33 13 160.88731000027678
7 34 13 161.76349000027653
7 35 13 162.63967000027628
7 36 13 163.515850000276
7 37 13 164.39203000027575
7 38 13 165.2682100002755
7 39 13 166.14439000027525
7 40 13 167.020570000275
7 41 13 167.89675000027475
7 42 13 168.7729300002745
7 43 13 169.64911000027425
7 27 14 170.7229
7 28 14 171.7784
7 29 14 172.7773
7 30 14 173.7155
7 22 14 165.76366992762684
7 23 14 166.76133993876118
7 24 14 167.7590099498955
7 25 14 168.75667996102985
7 26 14 169.75434997216416
7 31 14 174.74270002783584
7 32 14 175.74037003897018
7 33 14 176.73804005010453
7 34 14 177.73571006123885
7 35 14 178.73338007237317
7 36 14 179.7310500835075
7 37 14 180.72872009464186
7 38 14 181.72639010577618
7 39 14 182.72406011691052
7 40 14 183.72173012804484
7 41 14 184.71940013917919
7 42 14 185.71707015031353
7 43 14 186.71474016144785
7 44 14 187.71241017258217
7 45 14 188.7100801837165
7 28 15 188.2412
7 29 15 189.4035
7 30 15 190.5128
7 31 15 191.5554
7 24 15 183.8496800003465
7 25 15 184.95487000034672
7 26 15 186.06006000034697
7 27 15 187.16525000034719
7 32 15 192.6912000003483
7 33 15 193.7963900003485
7 34 15 194.90158000034873
7 35 15 196.00677000034895
7 36 15 197.11196000034917
7 37 15 198.2171500003494
7 38 15 199.32234000034964
7 39 15 200.42753000034986
7 40 15 201.53272000035008
7 41 15 202.6379100003503
7 42 15 203.74310000035052
7 43 15 204.84829000035074
7 44 15 205.95348000035096
7 45 15 207.05867000035119
7 46 15 208.1638600003514
7 47 15 209.26905000035163
7 30 16 204.7956
7 31 16 205.8841
7 33 16 207.8792
7 35 16 209.6466
7 26 16 200.99530502682248
7 27 16 201.96427622253088
7 28 16 202.9332474182393
7 29 16 203.9022186139477
7 32 16 206.8091322010729
7 34 16 208.7470745924897
7 36 16 210.6850169839065
7 37 16 211.65398817961494
7 38 16 212.62295937532332
7 39 16 213.59193057103172
7 40 16 214.56090176674013
7 41 16 215.52987296244854
7 42 16 216.49884415815694
7 43 16 217.46781535386535
7 44 16 218.43678654957375
7 45 16 219.40575774528216
7 46 16 220.37472894099056
7 47 16 221.34370013669897
7 48 16 222.31267133240738
7 49 16 223.28164252811578
7 35 17 225.6769
7 38 17 228.1863
7 39 17 228.9297
7 41 17 230.2786
7 28 17 220.35928925811723
7 29 17 221.13085859878873
7 30 17 221.9024279394602
7 31 17 222.67399728013172
7 32 17 223.4455666208032
7 33 17 224.2171359614747
7 34 17 224.98870530214617
7 36 17 226.53184398348915
7 37 17 227.30341332416066
7 40 17 229.61812134617512
7 42 17 231.1612600275181
7 43 17 231.93282936818957
7 44 17 232.70439870886108
7 45 17 233.47596804953255
7 46 17 234.24753739020406
7 47 17 235.01910673087554
7 48 17 235.79067607154704
7 49 17 236.56224541221852
7 50 17 237.33381475289002
7 51 17 238.1053840935615
7 52 17 238.87695343423297
7 34 18 240.9788
7 35 18 242.0071
7 36 18 242.9754
7 38 18 244.7556
7 29 18 236.3336657400617
7 30 18 237.27374859338587
7 31 18 238.21383144671006
7 32 18 239.15391430003427
7 33 18 240.09399715335846
7 37 18 243.85432856665523
7 39 18 245.73449427330365
7 40 18 246.67457712662784
7 41 18 247.61465997995202
7 42 18 248.55474283327624
7 43 18 249.49482568660042
7 44 18 250.4349085399246
7 45 18 251.37499139324882
7 46 18 252.315074246573
7 47 18 253.2551570998972
7 48 18 254.1952399532214
7 49 18 255.1353228065456
7 50 18 256.0754056598698
7 51 18 257.015488513194
7 52 18 257.9555713665182
7 53 18 258.8956542198424
7 54 18 259.83573707316657
7 37 19 259.9353
7 39 19 261.7265
7 40 19 262.5464
7 42 19 264.0481
7 31 19 255.07318439512068
7 32 19 255.89564211334178
7 33 19 256.7180998315629
7 34 19 257.54055754978395
7 35 19 258.3630152680051
7 36 19 259.18547298622616
7 38 19 260.83038842266836
7 41 19 263.29776157733164
7 43 19 264.94267701377385
7 44 19 265.7651347319949
7 45 19 266.587592450216
7 46 19 267.4100501684371
7 47 19 268.2325078866582
7 48 19 269.05496560487927
7 49 19 269.8774233231004
7 50 19 270.6998810413215
7 51 19 271.52233875954255
7 52 19 272.3447964777637
7 53 19 273.16725419598475
7 54 19 273.9897119142059
7 55 19 274.81216963242696
7 56 19 275.63462735064803
7 57 19 276.45708506886916
7 58 19 277.27954278709024
7 59 19 278.1020005053113
7 40 20 279.0909
7 42 20 280.7019
7 43 20 281.435
7 44 20 282.1246
7 33 20 273.79298285766595
7 34 20 274.55461714337974
7 35 20 275.3162514290935
7 36 20 276.0778857148072
7 37 20 276.839520000521
7 38 20 277.60115428623476
7 39 20 278.3627885719485
7 41 20 279.88605714337604
7 45 20 282.93259428623105
7 46 20 283.6942285719448
7 47 20 284.4558628576586
7 48 20 285.2174971433723
7 49 20 285.97913142908607
7 50 20 286.74076571479986
7 51 20 287.5024000005136
7 52 20 288.26403428622734
7 53 20 289.0256685719411
7 54 20 289.7873028576549
7 55 20 290.5489371433686
7 56 20 291.31057142908236
7 57 20 292.07220571479616
7 58 20 292.8338400005099
7 59 20 293.59547428622363
7 60 20 294.3571085719374
7 61 20 295.11874285765117
7 43 21 298.569
7 44 21 299.3186
7 45 21 300.0198
7 48 21 301.8811
7 35 21 293.38519644121436
7 36 21 294.0413892971027
7 37 21 294.697582152991
7 38 21 295.3537750088793
7 39 21 296.00996786476765
7 40 21 296.66616072065597
7 41 21 297.3223535765443
7 42 21 297.9785464324326
7 46 21 300.6033178559859
7 47 21 301.2595107118742
7 49 21 302.57189642365086
7 50 21 303.2280892795392
7 51 21 303.8842821354275
7 52 21 304.5404749913158
7 53 21 305.19666784720414
7 54 21 305.85286070309246
7 55 21 306.5090535589808
7 56 21 307.1652464148691
7 57 21 307.8214392707574
7 58 21 308.4776321266458
7 59 21 309.1338249825341
7 60 21 309.79001783842244
7 61 21 310.44621069431076
7 62 21 311.1024035501991
7 63 21 311.7585964060874
7 45 22 316.7122
7 48 22 318.6667
7 49 22 319.236
7 50 22 319.7696
7 37 22 311.80865341212143
7 38 22 312.42569628374673
7 39 22 313.0427391553721
7 40 22 313.6597820269974
7 41 22 314.27682489862275
7 42 22 314.89386777024805
7 43 22 315.5109106418734
7 44 22 316.1279535134987
7 46 22 317.36203925674937
7 47 22 317.9790821283747
7 51 22 320.44725361487605
7 52 22 321.06429648650135
7 53 22 321.6813393581267
7 54 22 322.298382229752
7 55 22 322.91542510137737
7 56 22 323.53246797300267
7 57 22 324.149510844628
7 58 22 324.7665537162533
7 59 22 325.3835965878787
7 60 22 326.000639459504
7 61 22 326.61768233112934
7 62 22 327.23472520275465
7 63 22 327.85176807438
7 64 22 328.4688109460053
7 65 22 329.08585381763066
7 46 23 334.2492
7 48 23 335.5674
7 50 23 336.726
7 52 23 337.7255
7 39 23 330.27327473762114
7 40 23 330.852649763859
7 41 23 331.43202479009693
7 42 23 332.0113998163348
7 43 23 332.59077484257267
7 44 23 333.1701498688106
7 45 23 333.74952489504847
7 47 23 334.90827494752426
7 49 23 336.067025
7 51 23 337.2257750524758
7 53 23 338.3845251049516
7 54 23 338.96390013118946
7 55 23 339.54327515742733
7 56 23 340.12265018366526
7 57 23 340.7020252099031
7 58 23 341.281400236141
7 59 23 341.8607752623789
7 60 23 342.4401502886168
7 61 23 343.01952531485466
7 62 23 343.5989003410926
7 63 23 344.17827536733046
7 64 23 344.7576503935683
7 65 23 345.33702541980625
7 66 23 345.9164004460441
7 67 23 346.495775472282
7 52 24 353.3767
7 53 24 353.808
7 54 24 354.2014
7 58 24 355.4499
7 41 24 349.7204746994662
7 42 24 350.05923132597076
7 43 24 350.3979879524753
7 44 24 350.73674457897994
7 45 24 351.0755012054845
7 46 24 351.4142578319891
7 47 24 351.7530144584937
7 48 24 352.0917710849983
7 49 24 352.43052771150286
7 50 24 352.7692843380075
7 51 24 353.10804096451204
7 55 24 354.4630674705304
7 56 24 354.80182409703497
7 57 24 355.1405807235396
7 59 24 355.81809397654877
7 60 24 356.15685060305333
7 61 24 356.4956072295579
7 62 24 356.8343638560625
7 63 24 357.17312048256707
7 64 24 357.5118771090717
7 65 24 357.85063373557625
7 66 24 358.18939036208087
7 67 24 358.52814698858543
7 68 24 358.86690361509005
7 69 24 359.2056602415946
7 70 24 359.54441686809923
7 50 25 368.7591
7 52 25 360.7367
7 55 25 370.9158
7 58 25 371.7784
7 43 25 359.39862040885095
7 44 25 360.20316734762605
7 45 25 361.00771428640115
7 46 25 361.81226122517626
7 47 25 362.6168081639513
7 48 25 363.4213551027264
7 49 25 364.2259020415015
7 51 25 365.8349959190517
7 53 25 367.4440897966019
7 54 25 368.248636735377
7 56 25 369.8577306129272
7 57 25 370.66227755170223
7 59 25 372.27137142925244
7 60 25 373.07591836802754
7 61 25 373.88046530680265
7 62 25 374.6850122455777
7 63 25 375.4895591843528
7 64 25 376.2941061231279
7 65 25 377.098653061903
7 66 25 377.9032000006781
7 67 25 378.70774693945316
7 68 25 379.51229387822826
7 69 25 380.31684081700337
7 70 25 381.12138775577847
7 71 25 381.9259346945536
7 72 25 382.7304816333286
7 73 25 383.5350285721037
7 55 26 387.6112
7 56 26 387.9325
7 57 26 388.2199
7 58 26 388.4708
7 45 26 384.76247000073874
7 46 26 385.04909000073724
7 47 26 385.3357100007357
7 48 26 385.6223300007341
7 49 26 385.9089500007326
7 50 26 386.19557000073104
7 51 26 386.4821900007295
7 52 26 386.76881000072797
7 53 26 387.0554300007264
7 54 26 387.34205000072484
7 59 26 388.77515000071713
7 60 26 389.06177000071557
7 61 26 389.34839000071406
7 62 26 389.6350100007125
7 63 26 389.92163000071093
7 64 26 390.2082500007094
7 65 26 390.49487000070786
7 66 26 390.7814900007063
7 67 26 391.0681100007048
7 68 26 391.3547300007032
7 69 26 391.64135000070166
7 70 26 391.92797000070016
7 71 26 392.2145900006986
