ring A Z kinergy_MeV
3 45 21 522.5298500010393
3 46 21 525.1274900010428
3 47 21 527.7251300010463
3 48 21 530.3227700010497
3 49 21 532.9204100010531
3 50 21 535.5180500010565
3 51 21 538.11569000106
3 52 21 540.7133300010635
3 53 21 543.3109700010668
3 54 21 545.9086100010703
3 55 21 548.5062500010738
3 56 21 551.1038900010772
3 57 21 553.7015300010806
3 58 21 556.2991700010841
3 59 21 558.8968100010876
3 60 21 561.494450001091
3 61 21 564.0920900010944
3 62 21 566.6897300010979
3 63 21 569.2873700011013
3 43 22 546.2975
3 44 22 548.9406
3 45 22 551.5154
3 46 22 553.9982
3 37 22 530.9302500010754
3 38 22 533.4979400010787
3 39 22 536.0656300010821
3 40 22 538.6333200010855
3 41 22 541.201010001089
3 42 22 543.7687000010924
3 47 22 556.6071500011094
3 48 22 559.1748400011128
3 49 22 561.7425300011162
3 50 22 564.3102200011197
3 51 22 566.877910001123
3 52 22 569.4456000011264
3 53 22 572.0132900011299
3 54 22 574.5809800011333
3 55 22 577.1486700011367
3 56 22 579.7163600011401
3 57 22 582.2840500011434
3 58 22 584.8517400011469
3 59 22 587.4194300011503
3 60 22 589.9871200011537
3 61 22 592.5548100011571
3 62 22 595.1225000011605
3 63 22 597.690190001164
3 64 22 600.2578800011673
3 65 22 602.8255700011707
3 45 23 580.8959
3 46 23 583.5245
3 47 23 586.0664
3 48 23 588.5326
3 39 23 565.6658499950538
3 40 23 568.2110499957133
3 41 23 570.7562499963728
3 42 23 573.3014499970323
3 43 23 575.8466499976918
3 44 23 578.3918499983513
3 49 23 591.1178500016487
3 50 23 593.6630500023082
3 51 23 596.2082500029676
3 52 23 598.7534500036271
3 53 23 601.2986500042866
3 54 23 603.843850004946
3 55 23 606.3890500056056
3 56 23 608.9342500062651
3 57 23 611.4794500069245
3 58 23 614.024650007584
3 59 23 616.5698500082435
3 60 23 619.1150500089029
3 61 23 621.6602500095624
3 62 23 624.205450010222
3 63 23 626.7506500108814
3 64 23 629.2958500115409
3 65 23 631.8410500122004
3 66 23 634.3862500128598
3 67 23 636.9314500135193
3 47 24 614.8662
3 48 24 617.4202
3 49 24 619.9127
3 50 24 622.3165
3 41 24 599.9963500012177
3 42 24 602.4806900012209
3 43 24 604.965030001224
3 44 24 607.4493700012272
3 45 24 609.9337100012303
3 46 24 612.4180500012335
3 51 24 624.8397500012493
3 52 24 627.3240900012524
3 53 24 629.8084300012556
3 54 24 632.2927700012586
3 55 24 634.7771100012618
3 56 24 637.261450001265
3 57 24 639.7457900012681
3 58 24 642.2301300012713
3 59 24 644.7144700012744
3 60 24 647.1988100012776
3 61 24 649.6831500012808
3 62 24 652.1674900012839
3 63 24 654.651830001287
3 64 24 657.1361700012901
3 65 24 659.6205100012933
3 66 24 662.1048500012964
3 67 24 664.5891900012996
3 68 24 667.0735300013027
3 69 24 669.5578700013059
3 70 24 672.0422100013091
3 51 25 654.4645
3 52 25 656.8279
3 53 25 659.1099
3 54 25 661.326
3 43 25 636.2089000012916
3 44 25 638.4955500012944
3 45 25 640.7822000012973
3 46 25 643.0688500013
3 47 25 645.3555000013029
3 48 25 647.6421500013056
3 49 25 649.9288000013084
3 50 25 652.2154500013112
3 55 25 663.6487000013252
3 56 25 665.9353500013281
3 57 25 668.2220000013308
3 58 25 670.5086500013336
3 59 25 672.7953000013365
3 60 25 675.0819500013392
3 61 25 677.3686000013421
3 62 25 679.6552500013448
3 63 25 681.9419000013477
3 64 25 684.2285500013504
3 65 25 686.5152000013533
3 66 25 688.8018500013561
3 67 25 691.0885000013589
3 68 25 693.3751500013617
3 69 25 695.6618000013644
3 70 25 697.9484500013673
3 71 25 700.23510000137
3 72 25 702.5217500013729
3 73 25 704.8084000013757
3 55 26 694.0139
3 56 26 696.1802
3 57 26 698.2849
3 58 26 700.3182
3 45 26 673.0290597346687
3 46 26 675.130819757741
3 47 26 677.2325797808134
3 48 26 679.3343398038857
3 49 26 681.4360998269578
3 50 26 683.5378598500301
3 51 26 685.6396198731024
3 52 26 687.7413798961747
3 53 26 689.843139919247
3 54 26 691.9448999423194
3 59 26 702.4537000576807
3 60 26 704.555460080753
3 61 26 706.6572201038254
3 62 26 708.7589801268975
3 63 26 710.8607401499698
3 64 26 712.9625001730421
3 65 26 715.0642601961144
3 66 26 717.1660202191867
3 67 26 719.267780242259
3 68 26 721.3695402653314
3 69 26 723.4713002884037
3 70 26 725.5730603114758
3 71 26 727.6748203345481
3 72 26 729.7765803576204
3 73 26 731.8783403806927
3 74 26 733.980100403765
3 75 26 736.0818604268372
3 76 26 738.1836204499095
3 58 27 730.549
3 59 27 732.5824
3 60 27 734.556
3 47 27 708.5204666681076
3 48 27 710.5239666681098
3 49 27 712.5274666681119
3 50 27 714.530966668114
3 51 27 716.5344666681162
3 52 27 718.5379666681184
3 53 27 720.5414666681206
3 54 27 722.5449666681227
3 55 27 724.5484666681249
3 56 27 726.5519666681271
3 57 27 728.5554666681293
3 61 27 736.5694666681379
3 62 27 738.5729666681401
3 63 27 740.5764666681423
3 64 27 742.5799666681445
3 65 27 744.5834666681467
3 66 27 746.5869666681489
3 67 27 748.5904666681511
3 68 27 750.5939666681531
3 69 27 752.5974666681553
3 70 27 754.6009666681575
3 71 27 756.6044666681597
3 72 27 758.6079666681619
3 73 27 760.611466668164
3 74 27 762.6149666681663
3 75 27 764.6184666681684
3 76 27 766.6219666681706
3 77 27 768.6254666681727
3 78 27 770.6289666681749
3 58 28 763.6421
3 59 28 765.7987
3 60 28 767.8969
3 61 28 769.9336
3 62 28 771.8984
3 48 28 743.0569400015135
3 49 28 745.1216900015157
3 50 28 747.1864400015181
3 51 28 749.2511900015205
3 52 28 751.3159400015228
3 53 28 753.3806900015252
3 54 28 755.4454400015276
3 55 28 757.5101900015298
3 56 28 759.5749400015322
3 57 28 761.6396900015346
3 63 28 774.0281900015488
3 64 28 776.0929400015511
3 65 28 778.1576900015534
3 66 28 780.2224400015558
3 67 28 782.2871900015582
3 68 28 784.3519400015605
3 69 28 786.4166900015629
3 70 28 788.4814400015653
3 71 28 790.5461900015675
3 72 28 792.6109400015699
3 73 28 794.6756900015723
3 74 28 796.7404400015746
3 75 28 798.805190001577
3 76 28 800.8699400015794
3 77 28 802.9346900015817
3 78 28 804.999440001584
3 79 28 807.0641900015864
3 80 28 809.1289400015887
3 81 28 811.1936900015911
3 82 28 813.2584400015935
4 1 1 3.4078
4 2 1 4.3666
4 3 1 5.0131
4 4 1 5.867800002905573
4 5 1 6.670450004455655
4 6 1 7.473100006005737
4 7 1 8.27575000755582
4 3 2 12.247
4 4 2 13.5668
4 6 2 15.6234
4 8 2 17.1753
4 5 2 14.408457627136984
4 7 2 16.36579661018774
4 9 2 18.323135593238494
4 10 2 19.30180508476387
4 7 3 27.0772
4 8 3 28.2547
4 9 3 29.307
4 11 3 31.0817
4 3 3 23.223225714327643
4 4 3 24.2157342857562
4 5 3 25.208242857184754
4 6 3 26.20075142861331
4 10 3 30.17078571432753
4 12 3 32.15580285718464
4 13 3 33.1483114286132
4 10 4 42.8158
4 11 4 44.0838
4 12 4 35.2529
4 13 4 46.3151
4 5 4 41.0333500000764
4 6 4 41.20005000007458
4 7 4 41.36675000007277
4 8 4 41.53345000007096
4 9 4 41.70015000006914
4 14 4 42.53365000006006
4 15 4 42.700350000058236
4 16 4 42.86705000005642
4 11 5 57.6943
4 12 5 59.2553
4 13 5 60.6941
4 14 5 62.0298
4 6 5 50.52893000009494
4 7 5 51.97346000009591
4 8 5 53.41799000009688
4 9 5 54.86252000009785
4 10 5 56.307050000098826
4 15 5 63.52970000010368
4 16 5 64.97423000010465
4 17 5 66.41876000010562
4 18 5 67.86329000010659
4 19 5 69.30782000010757
4 20 5 70.75235000010854
4 21 5 72.1968800001095
4 13 6 75.7227
4 14 6 77.4129
4 15 6 79.0064
4 16 6 80.481
4 8 6 67.84129000012838
4 9 6 69.42813000012966
4 10 6 71.01497000013093
4 11 6 72.6018100001322
4 12 6 74.18865000013346
4 17 6 82.12285000013983
4 18 6 83.70969000014111
4 19 6 85.29653000014238
4 20 6 86.88337000014366
4 21 6 88.47021000014492
4 22 6 90.05705000014619
4 23 6 91.64389000014747
4 14 7 93.2942
4 15 7 95.2179
4 16 7 97.031
4 17 7 98.7311
4 10 7 86.10046000016386
4 11 7 87.91284000016563
4 12 7 89.72522000016738
4 13 7 91.53760000016915
4 18 7 100.59950000017797
4 19 7 102.41188000017974
4 20 7 104.22426000018149
4 21 7 106.03664000018327
4 22 7 107.84902000018502
4 23 7 109.66140000018679
4 24 7 111.47378000018855
4 25 7 113.2861600001903
4 16 8 113.8165
4 17 8 115.823
4 18 8 117.6985
4 19 8 119.4803
4 11 8 104.44109000020161
4 12 8 106.32778000020355
4 13 8 108.21447000020548
4 14 8 110.10116000020741
4 15 8 111.98785000020936
4 20 8 121.42130000021903
4 21 8 123.30799000022097
4 22 8 125.1946800002229
4 23 8 127.08137000022484
4 24 8 128.96806000022679
4 25 8 130.8547500002287
4 26 8 132.74144000023065
4 27 8 134.62813000023257
4 28 8 136.51482000023452
4 18 9 135.5473
4 19 9 137.5954
4 20 9 139.5341
4 21 9 141.3713
4 13 9 125.89507002437483
4 14 9 127.836140020663
4 15 9 129.77721001695116
4 16 9 131.71828001323934
4 17 9 133.6593500095275
4 22 9 143.3646999909683
4 23 9 145.30576998725647
4 24 9 147.24683998354465
4 25 9 149.1879099798328
4 26 9 151.12897997612095
4 27 9 153.07004997240912
4 28 9 155.01111996869727
4 29 9 156.95218996498545
4 30 9 158.8932599612736
4 31 9 160.83432995756178
4 20 10 158.1717
4 21 10 160.2596
4 22 10 162.2323
4 23 10 164.1141
4 15 10 148.32449000028856
4 16 10 150.3044800002907
4 17 10 152.28447000029286
4 18 10 154.264460000295
4 19 10 156.24445000029715
4 24 10 166.14440000030788
4 25 10 168.12439000031
4 26 10 170.10438000031215
4 27 10 172.0843700003143
4 28 10 174.06436000031644
4 29 10 176.0443500003186
4 30 10 178.02434000032073
4 31 10 180.00433000032285
4 32 10 181.984320000325
4 33 10 183.96431000032715
4 34 10 185.9443000003293
4 22 11 181.4168
4 23 11 183.4921
4 24 11 185.4799
4 25 11 187.3607
4 17 11 171.55469994038663
4 18 11 173.5366499495579
4 19 11 175.5185999587292
4 20 11 177.5005499679005
4 21 11 179.48249997707177
4 26 11 189.3922500229282
4 27 11 191.3742000320995
4 28 11 193.35615004127078
4 29 11 195.33810005044208
4 30 11 197.32005005961338
4 31 11 199.30200006878465
4 32 11 201.28395007795595
4 33 11 203.26590008712725
4 34 11 205.24785009629852
4 35 11 207.22980010546982
4 36 11 209.21175011464112
4 37 11 211.1937001238124
4 38 11 213.1756501329837
4 39 11 215.157600142155
4 26 12 209.9702
4 27 12 211.8883
4 28 12 213.7115
4 29 12 215.4612
4 19 12 197.20603007675638
4 20 12 199.03565006772402
4 21 12 200.86527005869164
4 22 12 202.69489004965925
4 23 12 204.52451004062686
4 24 12 206.35413003159448
4 25 12 208.1837500225621
4 30 12 217.3318499774002
4 31 12 219.1614699683678
4 32 12 220.99108995933545
4 33 12 222.82070995030307
4 34 12 224.65032994127068
4 35 12 226.4799499322383
4 36 12 228.3095699232059
4 37 12 230.13918991417353
4 38 12 231.96880990514114
4 39 12 233.79842989610876
4 40 12 235.6280498870764
4 41 12 237.45766987804402
4 28 13 235.4356
4 29 13 237.3749
4 30 13 239.2334
4 31 13 241.013
4 21 13 222.46213000043736
4 22 13 224.32120000043923
4 23 13 226.18027000044108
4 24 13 228.03934000044296
4 25 13 229.8984100004448
4 26 13 231.75748000044666
4 27 13 233.6165500004485
4 32 13 242.91190000045782
4 33 13 244.77097000045967
4 34 13 246.63004000046152
4 35 13 248.48911000046337
4 36 13 250.34818000046522
4 37 13 252.2072500004671
4 38 13 254.06632000046895
4 39 13 255.92539000047083
4 40 13 257.7844600004727
4 41 13 259.6435300004745
4 42 13 261.5026000004764
4 43 13 263.3616700004782
4 30 14 261.9357
4 31 14 263.9147
4 32 14 265.8103
4 32 14 267.6326
4 22 14 242.34120000000001
4 23 14 244.7717
4 24 14 247.2022
4 25 14 249.6327
4 26 14 252.0632
4 27 14 254.4937
4 28 14 256.9242
4 29 14 259.3547
4 33 14 269.07669999999996
4 34 14 271.50719999999995
4 35 14 273.93769999999995
4 36 14 276.3682
4 37 14 278.79869999999994
4 38 14 281.2292
4 39 14 283.65969999999993
4 40 14 286.0902
4 41 14 288.5206999999999
4 42 14 290.9512
4 43 14 293.38169999999997
4 44 14 295.81219999999996
4 45 14 298.24269999999996
4 32 15 290.2011
4 33 15 292.251
4 34 15 294.2276
4 35 15 296.123
4 24 15 274.4454900005442
4 25 15 276.41972000054636
4 26 15 278.39395000054844
4 27 15 280.3681800005505
4 28 15 282.34241000055266
4 29 15 284.31664000055474
4 30 15 286.2908700005569
4 31 15 288.26510000055896
4 36 15 298.1362500005695
4 37 15 300.1104800005716
4 38 15 302.08471000057375
4 39 15 304.05894000057583
4 40 15 306.0331700005779
4 41 15 308.00740000058005
4 42 15 309.98163000058213
4 43 15 311.95586000058427
4 44 15 313.93009000058635
4 45 15 315.9043200005885
4 46 15 317.87855000059056
4 47 15 319.8527800005927
4 34 16 316.6902
4 35 16 318.7087
4 36 16 320.6445
4 37 16 322.5177
4 26 16 301.1928900005979
4 27 16 303.1347200006
4 28 16 305.076550000602
4 29 16 307.0183800006041
4 30 16 308.9602100006062
4 31 16 310.9020400006082
4 32 16 312.8438700006103
4 33 16 314.7857000006124
4 38 16 324.4948500006227
4 39 16 326.43668000062473
4 40 16 328.3785100006268
4 41 16 330.3203400006289
4 42 16 332.26217000063093
4 43 16 334.204000000633
4 44 16 336.1458300006351
4 45 16 338.08766000063713
4 46 16 340.0294900006392
4 47 16 341.9713200006413
4 48 16 343.9131500006433
4 49 16 345.8549800006454
4 36 17 344.8044
4 37 17 346.8218
4 38 17 348.7713
4 39 17 350.6419
4 28 17 329.2709499959035
4 29 17 331.2171499963347
4 30 17 333.1633499967659
4 31 17 335.1095499971971
4 32 17 337.0557499976283
4 33 17 339.00194999805956
4 34 17 340.94814999849075
4 35 17 342.89434999892194
4 40 17 352.625350001078
4 41 17 354.57155000150925
4 42 17 356.51775000194044
4 43 17 358.4639500023717
4 44 17 360.4101500028029
4 45 17 362.35635000323407
4 46 17 364.3025500036653
4 47 17 366.2487500040965
4 48 17 368.19495000452775
4 49 17 370.14115000495894
4 50 17 372.08735000539014
4 51 17 374.0335500058214
4 52 17 375.9797500062526
4 38 18 373.585
4 39 18 375.6134
4 40 18 377.5612
4 31 18 379.4483
4 29 18 379.6230790007626
4 30 18 379.23919100075955
4 32 18 378.4714150007535
4 33 18 378.0875270007504
4 34 18 377.7036390007474
4 35 18 377.31975100074436
4 36 18 376.93586300074134
4 37 18 376.5519750007383
4 41 18 375.0164230007262
4 42 18 374.6325350007232
4 43 18 374.24864700072015
4 44 18 373.86475900071713
4 45 18 373.48087100071405
4 46 18 373.096983000711
4 47 18 372.713095000708
4 48 18 372.32920700070497
4 49 18 371.94531900070194
4 50 18 371.5614310006989
4 51 18 371.1775430006959
4 52 18 370.79365500069287
4 53 18 370.40976700068984
4 54 18 370.0258790006868
4 40 19 402.3507
4 41 19 404.353
4 42 19 406.2897
4 43 19 408.1514
4 31 19 384.9804600007699
4 32 19 386.9143400007719
4 33 19 388.84822000077395
4 34 19 390.78210000077604
4 35 19 392.7159800007781
4 36 19 394.6498600007801
4 37 19 396.5837400007822
4 38 19 398.5176200007842
4 39 19 400.45150000078627
4 44 19 410.1209000007965
4 45 19 412.05478000079853
4 46 19 413.98866000080056
4 47 19 415.92254000080266
4 48 19 417.8564200008047
4 49 19 419.7903000008067
4 50 19 421.72418000080876
4 51 19 423.6580600008108
4 52 19 425.5919400008129
4 53 19 427.5258200008149
4 54 19 429.45970000081695
4 55 19 431.39358000081904
4 56 19 433.3274600008211
4 57 19 435.2613400008231
4 58 19 437.19522000082515
4 59 19 439.1291000008272
4 40 20 427.5343
4 41 20 429.666
4 42 20 431.713
4 43 20 433.6954
4 44 20 435.6084
4 33 20 413.4835800008275
4 34 20 415.5013400008297
4 35 20 417.51910000083194
4 36 20 419.53686000083417
4 37 20 421.5546200008364
4 38 20 423.5723800008386
4 39 20 425.59014000084085
4 45 20 437.69670000085426
4 46 20 439.71446000085655
4 47 20 441.7322200008588
4 48 20 443.749980000861
4 49 20 445.7677400008632
4 50 20 447.78550000086545
4 51 20 449.8032600008677
4 52 20 451.8210200008699
4 53 20 453.83878000087213
4 54 20 455.85654000087436
4 55 20 457.87430000087664
4 56 20 459.89206000087887
4 57 20 461.9098200008811
4 58 20 463.9275800008833
4 59 20 465.94534000088555
4 60 20 467.96310000088783
4 61 20 469.98086000089006
4 43 21 459.7053
4 44 21 461.745
4 45 21 463.7089
4 46 21 465.6104
4 35 21 443.99716000088983
4 36 21 445.96508000089193
4 37 21 447.9330000008941
4 38 21 449.9009200008962
4 39 21 451.86884000089833
4 40 21 453.8367600009004
4 41 21 455.8046800009026
4 42 21 457.7726000009047
4 47 21 467.6122000009153
4 48 21 469.5801200009174
4 49 21 471.5480400009195
4 50 21 473.51596000092167
4 51 21 475.48388000092376
4 52 21 477.4518000009259
4 53 21 479.419720000928
4 54 21 481.38764000093016
4 55 21 483.35556000093226
4 56 21 485.3234800009344
4 57 21 487.2914000009365
4 58 21 489.2593200009386
4 59 21 491.22724000094075
4 60 21 493.1951600009429
4 61 21 495.163080000945
4 62 21 497.1310000009471
4 63 21 499.09892000094925
4 45 22 489.5811
4 46 22 491.584
4 47 22 493.5238
4 48 22 495.39
4 37 22 474.1215500009514
4 38 22 476.05820000095343
4 39 22 477.99485000095547
4 40 22 479.9315000009575
4 41 22 481.86815000095953
4 42 22 483.80480000096156
4 43 22 485.7414500009636
4 44 22 487.6781000009656
4 49 22 497.3613500009758
4 50 22 499.2980000009778
4 51 22 501.23465000097985
4 52 22 503.1713000009819
4 53 22 505.1079500009839
4 54 22 507.04460000098595
4 55 22 508.981250000988
4 56 22 510.91790000099
4 57 22 512.854550000992
4 58 22 514.7912000009941
4 59 22 516.7278500009961
4 60 22 518.6645000009981
4 61 22 520.6011500010002
4 62 22 522.5378000010022
4 63 22 524.4744500010042
4 64 22 526.4111000010063
4 65 22 528.3477500010083
4 46 23 517.7506
4 47 23 519.7716
4 48 23 521.7404
4 49 23 523.6432
4 39 23 504.0268400010121
4 40 23 505.9915000010142
4 41 23 507.9561600010163
4 42 23 509.92082000101846
4 43 23 511.8854800010206
4 44 23 513.8501400010227
4 45 23 515.8148000010248
4 50 23 525.6381000010354
4 51 23 527.6027600010375
4 52 23 529.5674200010396
4 53 23 531.5320800010418
4 54 23 533.4967400010439
4 55 23 535.4614000010461
4 56 23 537.4260600010481
4 57 23 539.3907200010502
4 58 23 541.3553800010524
4 59 23 543.3200400010545
4 60 23 545.2847000010566
4 61 23 547.2493600010587
4 62 23 549.2140200010608
4 63 23 551.178680001063
4 64 23 553.1433400010651
4 65 23 555.1080000010672
4 66 23 557.0726600010694
4 67 23 559.0373200010714
4 50 24 551.0013
4 51 24 552.8392
4 52 24 554.608
4 53 24 556.3206
4 41 24 535.0792400000003
4 42 24 536.8519100000002
4 43 24 538.6245800000003
4 44 24 540.3972500000002
4 45 24 542.1699200000002
4 46 24 543.9425900000001
4 47 24 545.7152600000002
4 48 24 547.4879300000001
4 49 24 549.2606000000001
4 54 24 558.12395
4 55 24 559.89662
4 56 24 561.6692899999999
4 57 24 563.4419599999999
4 58 24 565.2146299999999
4 59 24 566.9872999999999
4 60 24 568.7599699999998
4 61 24 570.5326399999999
4 62 24 572.3053099999998
4 63 24 574.0779799999998
4 64 24 575.8506499999997
4 65 24 577.6233199999998
4 66 24 579.3959899999998
4 67 24 581.1686599999997
4 68 24 582.9413299999997
4 69 24 584.7139999999997
4 70 24 586.4866699999997
4 52 25 580.9315
4 53 25 582.6903
4 54 25 584.4088
4 55 25 586.0624
4 43 25 565.5564900011373
4 44 25 567.2676100011388
4 45 25 568.9787300011403
4 46 25 570.689850001142
4 47 25 572.4009700011435
4 48 25 574.1120900011451
4 49 25 575.8232100011467
4 50 25 577.5343300011483
4 51 25 579.2454500011498
4 56 25 587.8010500011578
4 57 25 589.5121700011593
4 58 25 591.2232900011609
4 59 25 592.9344100011625
4 60 25 594.645530001164
4 61 25 596.3566500011657
4 62 25 598.0677700011672
4 63 25 599.7788900011689
4 64 25 601.4900100011704
4 65 25 603.201130001172
4 66 25 604.9122500011736
4 67 25 606.6233700011752
4 68 25 608.3344900011767
4 69 25 610.0456100011784
4 70 25 611.7567300011799
4 71 25 613.4678500011814
4 72 25 615.1789700011831
4 73 25 616.8900900011846
4 56 26 614.5692
4 57 26 616.1742
4 58 26 617.7162
4 59 26 619.2068
4 45 26 597.5981000012016
4 46 26 599.1435800012028
4 47 26 600.6890600012041
4 48 26 602.2345400012055
4 49 26 603.7800200012067
4 50 26 605.3255000012081
4 51 26 606.8709800012093
4 52 26 608.4164600012107
4 53 26 609.9619400012119
4 54 26 611.5074200012132
4 55 26 613.0529000012145
4 60 26 620.780300001221
4 61 26 622.3257800012223
4 62 26 623.8712600012236
4 63 26 625.4167400012249
4 64 26 626.9622200012261
4 65 26 628.5077000012275
4 66 26 630.0531800012287
4 67 26 631.5986600012301
4 68 26 633.1441400012313
4 69 26 634.6896200012327
4 70 26 636.235100001234
4 71 26 637.7805800012352
4 72 26 639.3260600012366
4 73 26 640.8715400012378
4 74 26 642.4170200012392
4 75 26 643.9625000012404
4 76 26 645.5079800012418
4 58 27 644.1264
4 59 27 645.6406
4 60 27 647.1139
4 61 27 648.5277
4 47 27 628.0056496859038
4 48 27 629.4733697110315
4 49 27 630.9410897361593
4 50 27 632.4088097612869
4 51 27 633.8765297864146
4 52 27 635.3442498115423
4 53 27 636.81196983667
4 54 27 638.2796898617977
4 55 27 639.7474098869254
4 56 27 641.215129912053
4 57 27 642.6828499371808
4 62 27 650.0214500628192
4 63 27 651.489170087947
4 64 27 652.9568901130746
4 65 27 654.4246101382023
4 66 27 655.8923301633299
4 67 27 657.3600501884576
4 68 27 658.8277702135854
4 69 27 660.295490238713
4 70 27 661.7632102638407
4 71 27 663.2309302889685
4 72 27 664.6986503140961
4 73 27 666.1663703392238
4 74 27 667.6340903643516
4 75 27 669.1018103894792
4 76 27 670.5695304146069
4 77 27 672.0372504397346
4 78 27 673.5049704648623
4 58 28 673.5662
4 59 28 675.1819
4 60 28 676.7344
4 61 28 678.2364
4 48 28 658.0321600641512
4 49 28 659.5884700585807
4 50 28 661.1447800530102
4 51 28 662.7010900474398
4 52 28 664.2574000418693
4 53 28 665.8137100362989
4 54 28 667.3700200307285
4 55 28 668.926330025158
4 56 28 670.4826400195875
4 57 28 672.0389500140171
4 62 28 679.8204999861648
4 63 28 681.3768099805943
4 64 28 682.9331199750239
4 65 28 684.4894299694535
4 66 28 686.0457399638831
4 67 28 687.6020499583126
4 68 28 689.1583599527421
4 69 28 690.7146699471716
4 70 28 692.2709799416012
4 71 28 693.8272899360308
4 72 28 695.3835999304604
4 73 28 696.9399099248899
4 74 28 698.4962199193194
4 75 28 700.0525299137489
4 76 28 701.6088399081785
4 77 28 703.165149902608
4 78 28 704.7214598970377
4 79 28 706.2777698914672
4 80 28 707.8340798858967
4 81 28 709.3903898803262
4 82 28 710.9466998747558
5 1 1 3.096
5 2 1 3.9559
5 3 1 4.531
5 4 1 5.295966660779768
5 5 1 6.013466657641946
5 6 1 6.730966654504126
5 7 1 7.448466651366305
5 3 2 11.1271
5 4 2 12.3071
5 6 2 14.1251
5 8 2 15.4881
5 5 2 13.0454728813713
5 7 2 14.776489830523255
5 9 2 16.50750677967521
5 10 2 17.373015254251186
5 7 3 24.427
5 8 3 25.4525
5 9 3 26.3448
5 11 3 27.8426
5 3 3 21.1568742857517
5 4 3 22.002065714322793
5 5 3 22.847257142893888
5 6 3 23.69244857146498
5 10 3 27.073214285749344
5 12 3 28.763597142891527
5 13 3 29.608788571462618
5 10 4 38.5464
5 11 4 39.6384
5 12 4 40.6348
5 14 4 42.3627
5 5 4 33.9006056935611
5 6 4 34.848008553774264
5 7 4 35.79541141398744
5 8 4 36.742814274200605
5 9 4 37.69021713441378
5 13 4 41.47982857526646
5 15 4 43.3746342956928
5 16 4 44.322037155905974
5 10 5 50.4738
5 11 5 51.9389
5 12 5 53.2839
5 13 5 54.5187
5 6 5 45.13999000008319
5 7 5 46.487960000083945
5 8 5 47.8359300000847
5 9 5 49.18390000008546
5 14 5 55.92375000008926
5 15 5 57.27172000009001
5 16 5 58.61969000009077
5 17 5 59.96766000009153
5 18 5 61.315630000092284
5 19 5 62.66360000009305
5 20 5 64.0115700000938
5 21 5 65.35954000009457
5 14 6 69.5398
5 15 6 79.9026
5 16 6 72.1566
5 17 6 73.3429
5 8 6 70.98800000013526
5 9 6 71.35433000013387
5 10 6 71.72066000013248
5 11 6 72.0869900001311
5 12 6 72.45332000012971
5 13 6 72.81965000012832
5 18 6 74.65130000012137
5 19 6 75.01763000011998
5 20 6 75.38396000011859
5 21 6 75.7502900001172
5 22 6 76.11662000011582
5 23 6 76.48295000011443
5 15 7 85.5112
5 16 7 87.0629
5 17 7 88.5107
5 18 7 89.8648
5 10 7 78.30681000014684
5 11 7 79.75767000014781
5 12 7 81.2085300001488
5 13 7 82.65939000014978
5 14 7 84.11025000015076
5 19 7 91.36455000015565
5 20 7 92.81541000015663
5 21 7 94.26627000015762
5 22 7 95.71713000015859
5 23 7 97.16799000015956
5 24 7 98.61885000016056
5 25 7 100.06971000016154
5 17 8 103.8548
5 18 8 105.4527
5 19 8 106.9567
5 20 8 108.3677
5 11 8 94.87595001613961
5 12 8 96.38022001400657
5 13 8 97.88449001187354
5 14 8 99.3887600097405
5 15 8 100.89303000760745
5 16 8 102.3973000054744
5 21 8 109.91864999480921
5 22 8 111.42291999267617
5 23 8 112.92718999054313
5 24 8 114.4314599884101
5 25 8 115.93572998627704
5 26 8 117.43999998414401
5 27 8 118.94426998201097
5 28 8 120.44853997987792
5 21 9 126.3846
5 22 9 127.8499
5 23 9 129.2254
5 24 9 130.5343
5 13 9 115.36518000022097
5 14 9 116.74764000022182
5 15 9 118.13010000022267
5 16 9 119.51256000022352
5 17 9 120.89502000022435
5 18 9 122.2774800002252
5 19 9 123.65994000022604
5 20 9 125.04240000022688
5 25 9 131.9547000002311
5 26 9 133.33716000023193
5 27 9 134.7196200002328
5 28 9 136.10208000023363
5 29 9 137.48454000023446
5 30 9 138.86700000023532
5 31 9 140.24946000023616
5 20 10 141.5306
5 21 10 143.2892
5 22 10 144.9396
5 23 10 146.5124
5 15 10 133.2806800002558
5 16 10 134.94026000025724
5 17 10 136.5998400002587
5 18 10 138.25942000026012
5 19 10 139.91900000026158
5 24 10 148.21690000026877
5 25 10 149.8764800002702
5 26 10 151.53606000027165
5 27 10 153.19564000027307
5 28 10 154.85522000027453
5 29 10 156.51480000027595
5 30 10 158.17438000027738
5 31 10 159.83396000027884
5 32 10 161.4935400002803
5 33 10 163.15312000028172
5 34 10 164.81270000028314
5 22 11 162.0436
5 23 11 163.7728
5 24 11 165.4197
5 25 11 166.9751
5 17 11 153.86589000029642
5 18 11 155.5100300002978
5 19 11 157.15417000029922
5 20 11 158.7983100003006
5 21 11 160.44245000030202
5 26 11 168.66315000030897
5 27 11 170.30729000031036
5 28 11 171.95143000031177
5 29 11 173.59557000031316
5 30 11 175.23971000031455
5 31 11 176.88385000031596
5 32 11 178.52799000031735
5 33 11 180.17213000031873
5 34 11 181.81627000032015
5 35 11 183.46041000032153
5 36 11 185.10455000032292
5 37 11 186.74869000032433
5 38 11 188.39283000032572
5 39 11 190.03697000032713
5 24 12 183.6456
5 25 12 185.3899
